,Unnamed: 0,review_title,review,rate,category,rating,Polarity,Analysis,summarization
598,598,Does the job,Excellent piece of product for simple usage and can take nice shots of closer locations. Zoom option is not up to the mark and works like any other DC. Faced difficulties capturing a still image of moving objects.READ MORE,3Does the job,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,3,0.395,Positive, Excellent piece of product for simple usage and can take nice shots of closer locations. Zoom option is not up to the mark and works like any other DC. Faced difficulties capturing a still image of moving objects.READ MORE
599,599,Just wow!,I am writing this review after using this camera for almost 4 months (roughly 1200 clicks). Very good camera for begginers like me. Awesome built quality and very user friendly. You will fall in love with this camera once you are getting used to its terminology. Photography has become a passion for me after buying this camera. Go with this camera without looking further if you are trying to learn and want to go in depth with the photography.READ MORE,5Just wow!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.42312500000000003,Positive, I am writing this review after using this camera for almost 4 months (roughly 1200 clicks). Very good camera for begginers like me. Awesome built quality and very user friendly. You will fall in love with this camera once you are getting used to its terminology. Photography has become a passion for me after buying this camera. Go with this camera without looking further if you are trying to learn and want to go in depth with the photography.READ MORE
600,600,Great product,Good product and good packaging of product... awesome product at good price.without any doubt go for it.. thank you FlipkartREAD MORE,5Great product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.72,Positive, Good product and good packaging of product... awesome product at good price.without any doubt go for it.. thank you FlipkartREAD MORE
601,601,Terrific purchase,"Guys please check the charger and battery when you receive the product.  Fortunately my charger is not working fine, I gave it(charger) at canon service center for replacement.  if the battery is not working we need pay the money from our pocket and that too we haven't check within ten days... please use as early as possible one received the product.... One more important thing for any replacement is also take more time...READ MORE",5Terrific purchase,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.27166666666666667,Positive," Guys please check the charger and battery when you receive the product. Fortunately my charger is not working fine, I gave it(charger) at canon service center for replacement. if the battery is not working we need pay the money from our pocket and that too we haven't check within ten days... please use as early as possible one received the product.... One more important thing for any replacement is also take more time...READ MORE"
602,602,Good choice,Best photos iam so happy this photo shoot But only personal use is the best camera Camera quality so buetyful Value for money cameraREAD MORE,4Good choice,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.5499999999999999,Positive, Best photos iam so happy this photo shoot But only personal use is the best camera Camera quality so buetyful Value for money cameraREAD MORE
603,603,Best in the market!,"Best camera ever. It's my first DSlr, never a disappointed.If you beginner that's have you. Go for it And just click result is awesome. Love you flipkart and love you very much nikon❤️READ MORE",5Best in the market!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5728571428571428,Positive," Best camera ever. It's my first DSlr, never a disappointed.If you beginner that's have you. Go for it And just click result is awesome. Love you flipkart and love you very much nikon❤️READ MORE"
604,604,Nice product,this is the best DSLR for beginer the price is the best DSLR best for the beginerI am really happy for this cameraREAD MORE,4Nice product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.86,Positive, this is the best DSLR for beginer the price is the best DSLR best for the beginerI am really happy for this cameraREAD MORE
605,605,Just okay,if you want a good video recording and good full HD pictures so you have to try some other DSLR otherwise it is good for simple use.READ MORE,3Just okay,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,3,0.4035714285714286,Positive, if you want a good video recording and good full HD pictures so you have to try some other DSLR otherwise it is good for simple use.READ MORE
606,606,Simply awesome,By my side nice dslr in short range facilities and perfection is very gud. this is not for professional camera bt its img quality like pro.. tnxREAD MORE,5Simply awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.27999999999999997,Positive, By my side nice dslr in short range facilities and perfection is very gud. this is not for professional camera bt its img quality like pro.. tnxREAD MORE
607,607,Awesome,"I purchased this last in the month of October after using roughly almost 7-8 months I can say this camera is a gem for beginners and for pro guys you'll not dissatisfied with the quality of camera , image capture quality. good battery backup high quality lense high quality cables even carry case is also good yeah bag looks little old fashioned but who cares about the bag when you have very decent camera at this price rangeREAD MORE",5Awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.2249166666666667,Positive," I purchased this last in the month of October after using roughly almost 7-8 months I can say this camera is a gem for beginners and for pro guys you'll not dissatisfied with the quality of camera , image capture quality. good battery backup high quality lense high quality cables even carry case is also good yeah bag looks little old fashioned but who cares about the bag when you have very decent camera at this price rangeREAD MORE"
608,608,Awesome,awsome product and super fast delivery by ekart and the packing of the product was also good...thanks flipkart for ur super fast serviceREAD MORE,5Awesome,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.31333333333333335,Positive, awsome product and super fast delivery by ekart and the packing of the product was also good...thanks flipkart for ur super fast serviceREAD MORE
609,609,Wonderful,"Guys, I have been using this DSL for almost 2 months, Image quality is very good in good lighting conditions, much better than our mobile phone cameras and indoor performance also good with flash but you can't use it without flash in low lighting condition. Pros - Decent image quality for this price range. Decent battery life to take 600 photos in single charger. Wi-Fi function with canon app to download photos to smartphone easily. ConsFully Auto mode could have been better. On/off ...READ MORE",4Wonderful,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.40956709956709947,Positive," Guys, I have been using this DSL for almost 2 months, Image quality is very good in good lighting conditions, much better than our mobile phone cameras and indoor performance also good with flash but you can't use it without flash in low lighting condition. Pros - Decent image quality for this price range. Decent battery life to take 600 photos in single charger. Wi-Fi function with canon app to download photos to smartphone easily. ConsFully Auto mode could have been better."
610,610,Fair,product is good nice product in best budget battery backup is not good i didnt like the batery i m going to change the battery it offs suddenly even in a full chargeREAD MORE,3Fair,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,3,0.39999999999999997,Positive, product is good nice product in best budget battery backup is not good i didnt like the batery i m going to change the battery it offs suddenly even in a full chargeREAD MORE
611,611,Awesome DSLR Camera!,"Superb product at great price! The class of image which a true blue DSLR can give you is unmatched by even a top end mobile camera. This model is so good, gives the full feel of a heavy duty DSLR while being light on the pocket. The complimentary memory card and camera bag were a welcome bonus, the bag is of good quality. When you hold a Canon camera, you have the assurance and confidence of a top notch product.READ MORE",5Awesome DSLR Camera!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.4928571428571428,Positive," The class of image which a true blue DSLR can give you is unmatched by even a top end mobile camera. This model is so good, gives the full feel of a heavy duty DSLR while being light on the pocket. The complimentary memory card and camera bag were a welcome bonus, the bag is of good quality. When you hold a Canon camera, you have the assurance and confidence of a top notch product.READ MORE"
612,612,Terrific,Nyc osm fantasticFabulous pictures quality ls vary vary good in this price range I m gone for 5 star thank you flipkart thank you so much for this cameraREAD MORE,5Terrific,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.4666666666666666,Positive, Nyc osm fantasticFabulous pictures quality ls vary vary good in this price range I m gone for 5 star thank you flipkart thank you so much for this cameraREAD MORE
613,613,Good quality product,"I purchased this as my first DSLR. Still, I am learning. Mostly I am using auto mode only, and use manual mode occasionally. I got very good photos of my car to be posted on CarSangrah. It helped me getting good response.READ MORE",4Good quality product,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.40857142857142853,Positive," I purchased this as my first DSLR. Still, I am learning. Mostly I am using auto mode only, and use manual mode occasionally. I got very good photos of my car to be posted on CarSangrah. It helped me getting good response.READ MORE"
614,614,Mind-blowing purchase,Nice decent camera. worth every penny. got it for 19k during but billon day. lightweight. WiFi enabled: camera connect app Iain Google pay should be installed to use also can use mobile as remote for taking pictures when connected through WiFi.READ MORE,5Mind-blowing purchase,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.29333333333333333,Positive, Nice decent camera. worth every penny. got it for 19k during but billon day. WiFi enabled: camera connect app Iain Google pay should be installed to use also can use mobile as remote for taking pictures when connected through WiFi.READ MORE
615,615,Value-for-money,this camer is the perfect one in this because range for photography although it has okay kind video feature but beyon that its perfect for a beginners...it can shoot in raw...which i qs not expecting n evething is so simple to understand in this...im perfectly statisfied with camera .?READ MORE,4Value-for-money,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,4,0.6571428571428571,Positive, this camer is the perfect one in this because range for photography although it has okay kind video feature but beyon that its perfect for a beginners...it can shoot in raw...which i qs not expecting n evething is so simple to understand in this...im perfectly statisfied with camera .
616,616,Must buy!,I thin it was awesome.... I liked very much...... I am a beginner..... I really like my camera EOS 3000D..... NICE Pic clarity...... Lite wait..... Simple functioning..... I like very much.....READ MORE,5Must buy!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.3288888888888889,Positive, I liked very much...... I am a beginner..... I really like my camera EOS 3000D..... NICE Pic clarity...... Lite wait..... Simple functioning..... I like very much.....READ MORE
617,617,Perfect product!,"Very good camera, the blurr effect works properly here. A good one for new photographers. The camera is having ES mode also.READ MORE",5Perfect product!,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.4492727272727272,Positive," Very good camera, the blurr effect works properly here. A good one for new photographers. The camera is having ES mode also.READ MORE"
618,618,Mind-blowing purchase,"thks for fk for gud deal offer. thks to seller for timely despatch and safe packing. it's a gud deal for this money, gud for beginners. I gifted it for my dad.READ MORE",5Mind-blowing purchase,canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens,5,0.5,Positive," thks for fk for gud deal offer. thks to seller for timely despatch and safe packing. it's a gud deal for this money, gud for beginners."
